1,45.64789988,9.351554227,Velate Rugby 1981 Asd,segreteria@velaterugby.it,Via Bernardino Luini 20865 Usmate Velate MB,www.velaterugby.it,393293944916,12,2,4,0,0,4,5,58,148,-90,0,4
2,45.56325945,9.017510264,Asd Rugby Lainate ,segreteria@rugbylainate.it,Via Circonvallazione Ovest 1 20020 Lainate MI,www.rugbylainate.it,390293572030,1,4,1,0,3,7,48,89,-41,4,0,5
3,45.52097904,9.318002413,Asd Rugby Cernusco  ,segreteria@rugbycernusco.it,Via Michelangelo Buonarroti 20063 Cernusco sul Naviglio MI,www.rugbycernusco.it,393314558577,4,9,3,2,0,1,23,160,48,112,0,2
4,45.37358456,10.21139467,Asd Rugby Bassa Bresciana Leno ,bassabrescianarugby@gmail.com,20 Via Martin Luther King 25024 Leno BS,www.rugbybassabresciana.it,390309038209,11,15,3,3,0,0,14,83,60,23,0,4
5,45.65664698,9.17892282,Seregno Rugby A R.L.,info@seregnorugby.eu,Via Riccardo Wagner 283 20831 Seregno MB,www.seregnorugby.eu,393471607075,7,6,3,1,0,2,10,81,106,-25,0,2
6,45.46878996,9.292750277,Cus Milano Rugby Asd,segreteria@cusmilanorugby.it,Via Carlo Pascal 6 20133 Milano,www.cusmilano.it,393288855335,15,15,3,3,0,0,27,172,17,155,0,3
7,45.83869398,9.405548583,Asd Rugby Lecco ,info@asdrugbylecco.com,Piazza Manzoni 23 23900 Lecco LC Italy,www.asdrugbylecco.net,390341285858,5,14,4,3,0,1,13,87,37,50,0,6
8,45.59952419,9.631326669,Phoenix Rugby Asd ,segreteria@phoenixrugby.it,Via Don Andreoletti 24049 Verdello BG,www.phoenixrugby.it,393286994150,10,9,4,2,0,2,5,44,81,-37,0,4
9,45.69777094,9.698192556,Asd Rugby Bergamo 1950 ,info@rugbybergamo1950.it,Via Pizzo della Presolana 24125 Bergamo BG,www.rugbybergamo1950.it,390354534414,16,10,3,2,0,1,16,99,60,39,0,3
10,45.53188522,9.598890207,Rugby Treviglio Asd ,info@rugbytreviglio.it,Via Ai Malgari 24047 Treviglio BG,www.rugbytreviglio.it,335 6641770,7,-4,3,0,0,3,1,14,130,-116,0,1
11,46.1670942,9.851129,Rugby Sondrio Soc.Coop.Dil. Arl , info@sondriorugby.com,Piazzale Fojanini 23100 Sondrio SO,www.sondriorugby.com,390342211386,12,15,3,3,0,0,23,133,19,114,0,1
12,45.53537482,9.063660542,Rugby Rho Asd  ,segreteria@rugbyrho.it,Via Trecate 52 20017 Rho MI,www.rugbyrho.it,393337199434,11,20,4,4,0,0,47,304,14,290,0,2
13,45.85319303,10.13688349,Asd Rugby Valle Camonica Ssd ,asdrugbyvallecamonica@gmail.com,Via Pascoli 24060 Rogno BG,www.rvallecamonica.it,393336606975,17,0,3,0,0,3,5,35,292,-257,0,2
14,45.26063406,10.4109643,Asd Rugby Del Chiese ,rugbydelchiese@gmail.com,via iv Via IV Novembre 41C Casalmoro MN,http://www.rugbydelchiese.it,393270090017,6,-4,4,0,0,4,6,39,278,-239,0,3
15,44.96031479,10.47423238,Casalmaggiore Rugby F.C. Asd ,N/A,Via Silvio Pellico 119/D 26041 Casalbellotto CR,www.facebook.com/CasalmaggioreRugby,393463719483,5,16,4,3,0,1,22,155,39,116,0,4
16,45.13900418,10.79959613,Rugby Mantova Srl Ssd ,segreteria@rugbymantova.it,Via Learco Guerra 46100 Mantova (MN),www.rugbymantova.com,393475055440,1,10,4,2,0,2,13,87,93,-6,0,5
