1,45.64789988,9.351554227,Velate Rugby 1981 Asd,segreteria@velaterugby.it,Via Bernardino Luini 20865 Usmate Velate MB,https://velaterugby.it/,393293944916,1,12
2,45.56325945,9.017510264,Asd Rugby Lainate ,segreteria@rugbylainate.it,Via Circonvallazione Ovest 1 20020 Lainate MI,https://www.rugbylainate.it,390293572030,2,1
3,45.52097904,9.318002413,Asd Rugby Cernusco  ,segreteria@rugbycernusco.it,Via Michelangelo Buonarroti 20063 Cernusco sul Naviglio MI,http://lnx.rugbycernusco.it,393314558577,3,4
4,45.37358456,10.21139467,Asd Rugby Bassa Bresciana Leno ,bassabrescianarugby@gmail.com,20 Via Martin Luther King 25024 Leno BS,https://www.rugbybassabresciana.it,390309038209,4,11
5,45.65664698,9.17892282,Seregno Rugby A R.L.,info@seregnorugby.eu,Via Riccardo Wagner 283 20831 Seregno MB,https://www.seregnorugby.eu,393471607075,5,7
6,45.46878996,9.292750277,Cus Milano Rugby Asd,segreteria@cusmilanorugby.it,Via Carlo Pascal 6 20133 Milano,https://www.cusmilano.it,393288855335,6,15
7,45.83869398,9.405548583,Asd Rugby Lecco ,info@asdrugbylecco.com,Piazza Manzoni 23 23900 Lecco LC Italy,https://www.asdrugbylecco.net,390341285858,7,5
8,45.59952419,9.631326669,Phoenix Rugby Asd ,segreteria@phoenixrugby.it,Via Don Andreoletti 24049 Verdello BG,https://www.phoenixrugby.it,393286994150,8,10
9,45.69777094,9.698192556,Asd Rugby Bergamo 1950,info@rugbybergamo1950.it,Via Pizzo della Presolana 24125 Bergamo BG,https://www.rugbybergamo1950.it,390354534414,9,16
10,45.53188522,9.598890207,Rugby Treviglio Asd ,info@rugbytreviglio.it,Via Ai Malgari 24047 Treviglio BG,https://rugbytreviglio.it,335 6641770,10,7
11,46.1670942,9.851129,Rugby Sondrio Soc.Coop.Dil. Arl , info@sondriorugby.com,Piazzale Fojanini 23100 Sondrio SO,http://www.sondriorugby.com,390342211386,11,12
12,45.53537482,9.063660542,Rugby Rho Asd  ,segreteria@rugbyrho.it,Via Trecate 52 20017 Rho MI,http://www.rugbyrho.it,393337199434,12,11
13,45.85319303,10.13688349,Asd Rugby Valle Camonica Ssd ,asdrugbyvallecamonica@gmail.com,Via Pascoli 24060 Rogno BG,http://rvallecamonica.it/,393336606975,13,17
14,45.26063406,10.4109643,Asd Rugby Del Chiese ,rugbydelchiese@gmail.com,via iv Via IV Novembre 41C Casalmoro MN,https://it-it.facebook.com/rugbydelchiese/,393270090017,14,6
15,44.96031479,10.47423238,Casalmaggiore Rugby F.C. Asd ,N/A,Via Silvio Pellico 119/D 26041 Casalbellotto CR,https://www.facebook.com/CasalmaggioreRugby,393463719483,15,5
16,45.13900418,10.79959613,Rugby Mantova Srl Ssd ,segreteria@rugbymantova.it,Via Learco Guerra 46100 Mantova (MN),https://www.rugbymantova.com,393475055440,16,1
17,45.52301115,10.14282047,Asd Rugby Oltremella C.S.C.R. ,oltremella.giambattista@gmail.com,Via Giuseppe di Vittorio 32 25030 Castel Mella,https://www.facebook.com/rugbyoltremellaofficialpage/,393470710494,17,18
18,45.56307518,10.20669624,Asd Rugby Fiumicello ,segreteria@rugbyfiumicello.it,Via Collebeato 6 25127 Brescia,http://www.rugbyfiumicello.it,39030383200,18,19
19,45.47655148,9.236765183,Amatori&Union Rugby Milano Ssd Arl ,segreteria@amatoriunion.it ,Via Carlo Valvassori Peroni 48/p01 20133 Milano MI,http://www.amatoriunion.it,393315812679,19,20
20,45.70417719,8.902656529,Amatori Tradate Rugby Club Asd,N/A,Via Alfio Fontana snc 21049 Tradate VA,http://www.tradaterugby.it,393281045489,20,7
21,45.47159122,9.2875211,Milano Rugby Sud Asd,segreteria@rugbymilano.it,Via Circonvallazione Idroscalo 51 20054 Segrate MI,http://www.rugbymilano.it/it/home,390354534414,21,11
22,45.37315249,9.652786044,Asd Crema Rugby Club,info@cremarugby.it,Via Toffetti 49 26013 Crema CR,https://it-it.facebook.com/CRC1977/,393755192146,22,19
23,45.54918907,8.937682069,Rugby Parabiago Ssd Srl,info@rugbyparabiago.com,Via Carso s/n Parabiago (MI) 20015,https://rugbyparabiago.com,390331494628,23,10
24,45.35601435,10.34254598,Transvecta Rugby Calvisano  ,info@rugbycalvisano.it,Via San Michele 110 25012 Calvisano (Brescia),https://rugbycalvisano.it,39030968012,24,20
25,45.65208838,10.23401412,Promotica I Centurioni Rugby,info@centurionirugby.it,Via Partigiani 7  25065 Lumezzane (BS),https://www.centurionirugby.it,39030872224,25,2
26,45.57542075,10.00542878,Rugby Rovato Asd ,segreteria@rugbyrovato.com,Via Franciacorta 25038 Rovato BS,http://www.rugbyrovato.com,393664707213,26,11
27,45.94337036,8.561225944,Amatori Verbania Rugby Asd ,pivb.amatoriverbania@federugby.it,Via Motta Fiume  5 28922 Pallanza VB,http://www.verbaniarugby.com,390323557507,27,12
28,45.19884008,9.142612859,C.U.S. Pavia Asd ,cuspavia@cuspavia.org,Via Agostino Bassi 9A 27100 Pavia PV,https://www.cuspavia.org,390382422134,28,7
29,45.47039371,10.53119636,Rugby Desenzano 2006 Asd,rugbydesenzano2006@gmail.com,Via Guglielmo Marconi 92 25015 Desenzano del Garda BS,https://www.rugbydesenzano2006.com/Rdese/Home.html,392791510981,29,6
30,45.42967994,9.259513254,Rugby San Donato 1981 Asd,info@rugbysandonato1981.it,Via Caviaga 4 20097 San Donato Milanese MI,http://www.rugbysandonato1981.it,390337361342,30,10
31,45.58494991,10.1596141,Rugby Franciacorta Asd,info@rugbyfranciacorta.it,25064 Gussago Province of Brescia,https://www.rugbyfranciacorta.it,390302772390,31,6
32,45.78236003,9.085439698,Ad Rugby Como,elisa.amarotti@rugbycomo.it,Via Baldassarre Longoni 22100 Como CO,https://www.rugbycomo.it/rugbycomo/,393756302696,32,6
